image_path,true_label_index,true_label_name,top1_index,top1_name,top1_prob,top2_index,top2_name,top2_prob,top3_index,top3_name,top3_prob,top4_index,top4_name,top4_prob,top5_index,top5_name,top5_prob,entropy,conf_bin,log_entropy,entropy_qbin,entropy_bin
./data/gtsrb/GTSRB/Training/00038/00040_00008.ppm,38,Keep right,38,Keep right,0.9999996423721312,34,Turn left ahead,6.646612149552311e-08,30,Beware of ice/snow,4.946564402530385e-08,16,Vehicles > 3.5t prohibited,2.3054171904846044e-08,23,Slippery road,2.2449059500218027e-08,3.0889809838872303e-06,>0.9999,-5.510184624661054,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00015/00008_00024.ppm,15,No vehicles,15,No vehicles,0.9987610578536988,1,Speed limit (30km/h),0.0002896088699344,2,Speed limit (50km/h),0.0001956628111656,13,Yield,0.0001226368913194,5,Speed limit (80km/h),9.883778693620116e-05,0.007284387176758786,0.99-0.999,-2.137606978761883,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00017/00001_00001.ppm,17,No entry,17,No entry,0.995321810245514,14,Stop,0.0018699249485507,35,Ahead only,0.0002750415878836,12,Priority road,0.0002669658861123,26,Traffic signals,0.0002666615473572,0.02305998237007741,0.99-0.999,-1.6371410290511519,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00007/00024_00025.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,40,Roundabout mandatory,1.480651157237389e-09,5,Speed limit (80km/h),1.0317052767661041e-09,10,No passing for vehicles over 3.5t,6.014636011464346e-10,16,Vehicles > 3.5t prohibited,5.411068815242004e-10,7.576178524338846e-08,>0.9999,-7.120544067880182,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00034/00005_00025.ppm,34,Turn left ahead,34,Turn left ahead,0.9995623230934144,40,Roundabout mandatory,0.0002685339422896,37,Go straight or left,3.6132554669165984e-05,4,Speed limit (70km/h),2.358562960580457e-05,19,Dangerous curve to the left,1.521375816082582e-05,0.0034352583995068526,0.999-0.9999,-2.464040589698035,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00007/00027_00026.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,5,Speed limit (80km/h),5.778197920136563e-10,40,Roundabout mandatory,5.530869096048717e-10,10,No passing for vehicles over 3.5t,3.0284760810239675e-10,16,Vehicles > 3.5t prohibited,2.2693229240200452e-10,3.5752669259975256e-08,>0.9999,-7.446679381622683,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00002/00015_00026.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.5630434155464172,1,Speed limit (30km/h),0.1216345876455307,7,Speed limit (100km/h),0.056298766285181,5,Speed limit (80km/h),0.0380146987736225,4,Speed limit (70km/h),0.024793054908514,0.957603699588331,<0.6,-0.01881418475272335,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00035/00016_00026.ppm,35,Ahead only,35,Ahead only,0.9996520280838012,33,Turn right ahead,8.675928256707266e-05,37,Go straight or left,4.587428702507168e-05,36,Go straight or right,3.700313754961826e-05,4,Speed limit (70km/h),2.7231868443777785e-05,0.002281418905856685,0.999-0.9999,-2.641794963634942,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00012/00033_00026.ppm,12,Priority road,12,Priority road,0.9999947547912598,13,Yield,2.663226268850849e-06,11,Right-of-way at the next intersection,3.673172273011005e-07,17,No entry,2.0532756650482042e-07,14,Stop,2.0185471782951939e-07,5.114634716908379e-05,>0.9999,-4.29118536931513,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00013/00013_00027.ppm,13,Yield,13,Yield,0.9999860525131226,30,Beware of ice/snow,2.822918986566947e-06,12,Priority road,2.069662741632783e-06,24,Road narrows on the right,1.8460262936059737e-06,31,Wild animals crossing,9.893645938063855e-07,0.00011515718334493377,>0.9999,-3.938708962397702,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00004/00017_00008.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,6.919473327648973e-11,41,End of no passing,3.5436251155651626e-11,2,Speed limit (50km/h),1.7634503232666354e-11,34,Turn left ahead,1.2080539693593018e-11,3.2068970240434926e-09,>0.9999,-8.493779581350305,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00008/00003_00003.ppm,8,Speed limit (120km/h),5,Speed limit (80km/h),0.7020984888076782,8,Speed limit (120km/h),0.2040839940309524,1,Speed limit (30km/h),0.0185866001993417,12,Priority road,0.0109591465443372,38,Keep right,0.0077400971204042,0.7338201057279709,0.6-0.8,-0.13441039330571083,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00011/00016_00000.ppm,11,Right-of-way at the next intersection,11,Right-of-way at the next intersection,0.9998550415039062,30,Beware of ice/snow,3.8468333514174446e-05,37,Go straight or left,2.3397800759994425e-05,26,Traffic signals,1.3958160707261412e-05,25,Road work,1.2237534065207e-05,0.001079955528547963,0.999-0.9999,-2.9665941275404237,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00028/00010_00018.ppm,28,Children crossing,28,Children crossing,0.9999700784683228,24,Road narrows on the right,2.969524393847678e-05,30,Beware of ice/snow,1.992874274492351e-07,11,Right-of-way at the next intersection,1.290345252868974e-08,36,Go straight or right,1.0306600017884192e-08,0.0003429785062005786,>0.9999,-3.464733094233171,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00013/00008_00022.ppm,13,Yield,13,Yield,0.9999884366989136,1,Speed limit (30km/h),2.516263293728116e-06,30,Beware of ice/snow,1.9250496734457556e-06,24,Road narrows on the right,1.5312964478653155e-06,26,Traffic signals,7.144215601329051e-07,9.995295595426417e-05,>0.9999,-4.000204353422556,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00035/00026_00000.ppm,35,Ahead only,35,Ahead only,0.9995531439781188,37,Go straight or left,0.0001262445293832,36,Go straight or right,6.418857810785994e-05,12,Priority road,5.669313031830825e-05,34,Turn left ahead,4.3793181248474866e-05,0.0031935933593920203,0.999-0.9999,-2.495720383307335,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00018/00020_00020.ppm,18,General caution,18,General caution,0.999000370502472,26,Traffic signals,0.0004248762561473,24,Road narrows on the right,0.0001265223399968,11,Right-of-way at the next intersection,7.716245454503223e-05,1,Speed limit (30km/h),6.525712524307892e-05,0.006792888183982656,0.999-0.9999,-2.1679455340983194,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00005/00041_00017.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9999982118606568,6,End of speed limit (80km/h),9.923805919243025e-07,1,Speed limit (30km/h),3.491659299470484e-07,2,Speed limit (50km/h),2.032217878422671e-07,3,Speed limit (60km/h),6.603172408858883e-08,2.492041750199992e-05,>0.9999,-4.603444668610658,"(-9.238, -4.526]",low
./data/gtsrb/GTSRB/Training/00012/00043_00019.ppm,12,Priority road,12,Priority road,0.9999996423721312,13,Yield,5.007384018540507e-08,39,Keep left,3.071409082622267e-08,38,Keep right,2.7873637620245972e-08,11,Right-of-way at the next intersection,2.5771774048166666e-08,2.665875294256733e-06,>0.9999,-5.574160007198291,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00007/00004_00005.ppm,7,Speed limit (100km/h),5,Speed limit (80km/h),0.4774963557720184,1,Speed limit (30km/h),0.3295050859451294,2,Speed limit (50km/h),0.0314278528094291,7,Speed limit (100km/h),0.0273300427943468,3,Speed limit (60km/h),0.0145429894328117,0.9874195821374968,<0.6,-0.005498264264184381,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00027/00004_00005.ppm,27,Pedestrians,27,Pedestrians,0.9460296034812928,24,Road narrows on the right,0.0272715557366609,28,Children crossing,0.0259630214422941,20,Dangerous curve to the right,0.0004306731279939,30,Beware of ice/snow,6.753917114110664e-05,0.24949625243545145,0.9-0.99,-0.6029359733207234,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00016/00009_00000.ppm,16,Vehicles > 3.5t prohibited,16,Vehicles > 3.5t prohibited,0.9510605335235596,9,No passing,0.0079419948160648,4,Speed limit (70km/h),0.0070871473290026,1,Speed limit (30km/h),0.0038865425158292,19,Dangerous curve to the left,0.0037165633402764,0.1635690130679809,0.9-0.99,-0.7862989667269167,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00012/00035_00021.ppm,12,Priority road,12,Priority road,0.9999998807907104,39,Keep left,1.3783224339647404e-08,11,Right-of-way at the next intersection,1.3192871683997964e-08,38,Keep right,1.1956882595143272e-08,13,Yield,1.0096186109365137e-08,1.0120430512602598e-06,>0.9999,-5.994800583540801,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00009/00022_00016.ppm,9,No passing,9,No passing,0.9999922513961792,16,Vehicles > 3.5t prohibited,2.0289091935410397e-06,15,No vehicles,1.5676220073146396e-06,22,Bumpy road,1.5429475297423778e-06,5,Speed limit (80km/h),1.115170789489639e-06,9.122882557115881e-05,>0.9999,-4.039867911203816,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00033/00013_00013.ppm,33,Turn right ahead,33,Turn right ahead,0.9999986886978148,36,Go straight or right,6.415224333977676e-07,4,Speed limit (70km/h),4.115696867756924e-07,35,Ahead only,1.142670882359198e-07,40,Roundabout mandatory,3.674680826293297e-08,1.896606737711416e-05,>0.9999,-4.722022688040731,"(-9.238, -4.526]",low
./data/gtsrb/GTSRB/Training/00005/00039_00029.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9999996423721312,6,End of speed limit (80km/h),1.834302878478411e-07,1,Speed limit (30km/h),8.333793743986463e-08,2,Speed limit (50km/h),2.8161888820932294e-08,3,Speed limit (60km/h),2.174124347220641e-08,5.434534099902846e-06,>0.9999,-5.264837601933262,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00026/00005_00006.ppm,26,Traffic signals,26,Traffic signals,0.9924222826957704,25,Road work,0.0045233499258756,18,General caution,0.0008803486125543,27,Pedestrians,0.0005372720188461,11,Right-of-way at the next intersection,0.0003525440115481,0.0450096384739722,0.99-0.999,-1.3466944753742338,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00008/00010_00026.ppm,8,Speed limit (120km/h),8,Speed limit (120km/h),0.9963812828063964,7,Speed limit (100km/h),0.0016575783956795,5,Speed limit (80km/h),0.000482720817672,4,Speed limit (70km/h),0.000383254548069,29,Bicycles crossing,0.0001743734028423,0.02243480144145984,0.99-0.999,-1.649077769804882,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00003/00019_00027.ppm,3,Speed limit (60km/h),5,Speed limit (80km/h),0.9958613514900208,3,Speed limit (60km/h),0.0020693163387477,2,Speed limit (50km/h),0.0005992392543703,6,End of speed limit (80km/h),0.0004817705194,1,Speed limit (30km/h),0.0003092564875259,0.027544814270820984,0.99-0.999,-1.5599601516259374,"(-1.637, 0.141]",high
./data/gtsrb/GTSRB/Training/00003/00007_00028.ppm,3,Speed limit (60km/h),3,Speed limit (60km/h),0.8880443572998047,5,Speed limit (80km/h),0.0581177100539207,33,Turn right ahead,0.0256032757461071,2,Speed limit (50km/h),0.0067085255868732,40,Roundabout mandatory,0.0044771595858037,0.4224269266242463,0.8-0.9,-0.374248406496861,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00035/00005_00025.ppm,35,Ahead only,35,Ahead only,0.9999139308929444,37,Go straight or left,3.095447755185887e-05,36,Go straight or right,2.049637259915471e-05,33,Turn right ahead,1.0864426258194726e-05,11,Right-of-way at the next intersection,3.5005152767553227e-06,0.0007968853925332008,>0.9999,-3.098604133478509,"(-3.323, -2.491]",low
./data/gtsrb/GTSRB/Training/00018/00000_00019.ppm,18,General caution,18,General caution,0.9997664093971252,26,Traffic signals,6.638857303187251e-05,11,Right-of-way at the next intersection,4.4819345930591226e-05,36,Go straight or right,3.175570964231156e-05,27,Pedestrians,3.005248618137557e-05,0.0019628220106181803,0.999-0.9999,-2.7071190803677516,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00038/00017_00015.ppm,38,Keep right,38,Keep right,0.9999959468841552,34,Turn left ahead,6.763052056157903e-07,1,Speed limit (30km/h),4.857465683016926e-07,35,Ahead only,3.832046502338926e-07,26,Traffic signals,3.412660873891582e-07,3.1466084049317256e-05,>0.9999,-4.502157287822225,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00004/00008_00016.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),1.0,33,Turn right ahead,5.010418746564936e-10,41,End of no passing,4.0468484119315917e-10,34,Turn left ahead,2.3549653893617517e-10,1,Speed limit (30km/h),2.2592472337379374e-10,2.9715744056770935e-08,>0.9999,-7.526998776191414,"(-9.238, -4.526]",ultra_low
./data/gtsrb/GTSRB/Training/00013/00039_00006.ppm,13,Yield,13,Yield,0.9999996423721312,30,Beware of ice/snow,2.579684235115565e-07,38,Keep right,2.5285837423894012e-08,1,Speed limit (30km/h),2.498290818664373e-08,32,End of all speed and passing limits,1.688430373292249e-08,5.452944098512255e-06,>0.9999,-5.26336887486649,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00010/00042_00004.ppm,10,No passing for vehicles over 3.5t,10,No passing for vehicles over 3.5t,0.9996724128723145,5,Speed limit (80km/h),0.0001693330850685,42,End of no passing for vehicles > 3.5t,3.670693331514485e-05,7,Speed limit (100km/h),3.078642112086527e-05,16,Vehicles > 3.5t prohibited,1.3195919564168436e-05,0.0026409196042593984,0.999-0.9999,-2.5782448193624257,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00040/00000_00005.ppm,40,Roundabout mandatory,40,Roundabout mandatory,0.9982660412788392,2,Speed limit (50km/h),0.0004908641567453,34,Turn left ahead,0.0003884001635015,12,Priority road,0.0002650988753885,39,Keep left,0.000164274169947,0.012137485846428295,0.99-0.999,-1.9158712634804271,"(-2.491, -1.637]",high
./data/gtsrb/GTSRB/Training/00002/00024_00003.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.9457324147224426,4,Speed limit (70km/h),0.0171517394483089,5,Speed limit (80km/h),0.0090316459536552,3,Speed limit (60km/h),0.0067398305982351,1,Speed limit (30km/h),0.0054811420850455,0.22724744399257216,0.9-0.99,-0.6435009928836851,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00005/00001_00007.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.999992609024048,6,End of speed limit (80km/h),4.153285317443078e-06,1,Speed limit (30km/h),1.392219587614818e-06,2,Speed limit (50km/h),5.950399213361379e-07,3,Speed limit (60km/h),3.359421327786549e-07,9.116772388121071e-05,>0.9999,-4.040158883018368,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00012/00016_00007.ppm,12,Priority road,12,Priority road,0.9999991655349731,11,Right-of-way at the next intersection,1.20510392775941e-07,38,Keep right,9.277811585661767e-08,33,Turn right ahead,9.180449467294238e-08,39,Keep left,8.310487231710796e-08,7.099171703008942e-06,>0.9999,-5.1487922585277035,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00008/00011_00028.ppm,8,Speed limit (120km/h),8,Speed limit (120km/h),0.9434698224067688,0,Speed limit (20km/h),0.0178077071905136,7,Speed limit (100km/h),0.0124164745211601,1,Speed limit (30km/h),0.0077893696725368,4,Speed limit (70km/h),0.0039189737290143,0.24066159054939287,0.9-0.99,-0.6185932173406177,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00003/00001_00017.ppm,3,Speed limit (60km/h),33,Turn right ahead,0.94880348443985,3,Speed limit (60km/h),0.0389819256961345,40,Roundabout mandatory,0.0054514771327376,6,End of speed limit (80km/h),0.002304007532075,4,Speed limit (70km/h),0.0013907816028222,0.22789927415065697,0.9-0.99,-0.6422570580246796,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00004/00027_00004.ppm,4,Speed limit (70km/h),4,Speed limit (70km/h),0.9999587535858154,1,Speed limit (30km/h),8.21025878394721e-06,33,Turn right ahead,4.989404260413721e-06,2,Speed limit (50km/h),4.426066425367026e-06,26,Traffic signals,4.149542291997932e-06,0.0003042881383374486,>0.9999,-3.516714975412736,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00010/00021_00011.ppm,10,No passing for vehicles over 3.5t,10,No passing for vehicles over 3.5t,0.8143594264984131,5,Speed limit (80km/h),0.0950773730874061,12,Priority road,0.0193322747945785,1,Speed limit (30km/h),0.0152673525735735,15,No vehicles,0.0095834732055664,0.5756293580254147,0.8-0.9,-0.23985706445098157,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00031/00006_00015.ppm,31,Wild animals crossing,31,Wild animals crossing,0.9990052580833436,28,Children crossing,0.0005152322119101,20,Dangerous curve to the right,0.0003235335461795,19,Dangerous curve to the left,8.415371121373028e-05,25,Road work,1.2064198017469607e-05,0.008421230895418288,0.999-0.9999,-2.074624424836182,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00005/00036_00028.ppm,5,Speed limit (80km/h),5,Speed limit (80km/h),0.9999996423721312,6,End of speed limit (80km/h),1.4616529142585932e-07,1,Speed limit (30km/h),6.68638548972922e-08,2,Speed limit (50km/h),2.3681691274646255e-08,15,No vehicles,1.727748433211218e-08,4.48731263297277e-06,>0.9999,-5.348013575149507,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00011/00015_00023.ppm,11,Right-of-way at the next intersection,11,Right-of-way at the next intersection,0.9998555183410645,30,Beware of ice/snow,0.0001183073763968,37,Go straight or left,6.2168369368009735e-06,21,Double curve,3.0200562832760625e-06,7,Speed limit (100km/h),2.8703914267680375e-06,0.0013637769255966442,0.999-0.9999,-2.8652566615497843,"(-3.323, -2.491]",medium
./data/gtsrb/GTSRB/Training/00002/00032_00029.ppm,2,Speed limit (50km/h),2,Speed limit (50km/h),0.8977548480033875,5,Speed limit (80km/h),0.0415255390107631,1,Speed limit (30km/h),0.0201460681855678,15,No vehicles,0.0065468926914036,3,Speed limit (60km/h),0.0059330696240067,0.37094972973342,0.8-0.9,-0.43068494100003946,"(-1.637, 0.141]",very_high
./data/gtsrb/GTSRB/Training/00001/00003_00029.ppm,1,Speed limit (30km/h),1,Speed limit (30km/h),0.9993183612823486,4,Speed limit (70km/h),0.0004248585319146,0,Speed limit (20km/h),0.0001756675483193,34,Turn left ahead,2.656233118614182e-05,2,Speed limit (50km/h),1.1872421964653768e-05,0.005913396128583486,0.999-0.9999,-2.228163027287069,"(-2.491, -1.637]",medium
./data/gtsrb/GTSRB/Training/00031/00004_00012.ppm,31,Wild animals crossing,31,Wild animals crossing,0.999996304512024,28,Children crossing,3.5149312225257745e-06,20,Dangerous curve to the right,7.52707762785576e-08,19,Dangerous curve to the left,3.8374587063572114e-08,25,Road work,2.8475339419742344e-08,5.022232772235572e-05,>0.9999,-4.299103153673648,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00038/00004_00026.ppm,38,Keep right,38,Keep right,0.999992847442627,34,Turn left ahead,6.669803838121879e-07,20,Dangerous curve to the right,5.990890485918499e-07,17,No entry,5.801732072541199e-07,12,Priority road,4.392385335449944e-07,3.99819098311155e-05,>0.9999,-4.398136453750207,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00007/00025_00011.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),0.9999940395355223,5,Speed limit (80km/h),3.505021595628932e-06,40,Roundabout mandatory,7.208217311927001e-07,10,No passing for vehicles over 3.5t,4.328571776568424e-07,16,Vehicles > 3.5t prohibited,3.4792296332852857e-07,7.169926524814987e-05,>0.9999,-4.144485288767488,"(-4.526, -3.323]",low
./data/gtsrb/GTSRB/Training/00012/00031_00023.ppm,12,Priority road,12,Priority road,0.9999991655349731,32,End of all speed and passing limits,2.0262322664166277e-07,13,Yield,1.6488995413510565e-07,38,Keep right,8.548653340767488e-08,11,Right-of-way at the next intersection,7.198070051117611e-08,9.107663845563087e-06,>0.9999,-5.040592959435975,"(-9.238, -4.526]",very_low
./data/gtsrb/GTSRB/Training/00007/00011_00015.ppm,7,Speed limit (100km/h),7,Speed limit (100km/h),1.0,5,Speed limit (80km/h),2.742131144373161e-08,40,Roundabout mandatory,1.3124205722192528e-08,10,No passing for vehicles over 3.5t,6.472747227093123e-09,16,Vehicles > 3.5t prohibited,5.669662073159998e-09,9.453463309139657e-07,>0.9999,-6.024408597644082,"(-9.238, -4.526]",very_low
